CustomerID,ReservationID,DateBooked,CancelledDate,StayFrom,StayTo,NightsCharged,Status
3850,200067,2022-09-30 15:10:19.000,NULL,2024-01-18 00:00:00.000,2024-01-23 00:00:00.000,5,active
3853,126995,2020-07-15 11:34:26.000,NULL,2020-08-04 00:00:00.000,2020-08-20 00:00:00.000,16,active
3869,171767,2020-05-25 20:35:24.000,NULL,2020-10-22 00:00:00.000,2020-12-18 00:00:00.000,57,active
3869,191582,2020-09-19 16:23:17.000,NULL,2024-03-19 00:00:00.000,2024-03-21 00:00:00.000,2,active
3869,199125,2022-05-06 17:14:28.000,NULL,2024-03-26 00:00:00.000,2024-03-30 00:00:00.000,4,active
3872,152919,2020-08-01 18:06:36.000,NULL,2021-01-08 00:00:00.000,2021-01-11 00:00:00.000,3,active
3875,152510,2020-06-06 09:43:35.000,NULL,2021-01-01 00:00:00.000,2021-01-05 00:00:00.000,4,active
3875,177650,2021-04-30 23:31:47.000,NULL,2021-08-03 00:00:00.000,2021-09-13 00:00:00.000,41,active
3891,193517,2020-12-03 16:35:42.000,NULL,2021-01-28 00:00:00.000,2021-01-30 00:00:00.000,2,active
3891,135107,2020-09-01 10:43:07.000,NULL,2021-03-16 00:00:00.000,2021-04-22 00:00:00.000,37,active
3891,129586,2022-05-09 09:59:47.000,NULL,2022-10-12 00:00:00.000,2022-11-02 00:00:00.000,21,active
3894,132558,2020-11-30 14:21:12.000,NULL,2021-01-01 00:00:00.000,2021-01-05 00:00:00.000,4,active
3894,178149,2021-05-28 21:53:37.000,NULL,2021-08-03 00:00:00.000,2021-08-12 00:00:00.000,9,active
3913,195587,2021-03-26 18:14:42.000,NULL,2023-10-25 00:00:00.000,2023-12-08 00:00:00.000,44,active
3916,177934,2021-05-20 18:21:07.000,NULL,2021-07-13 00:00:00.000,2021-07-24 00:00:00.000,11,active
3932,153108,2020-09-02 18:00:53.000,NULL,2021-01-29 00:00:00.000,2021-02-02 00:00:00.000,4,active
3932,177234,2021-04-03 14:30:14.000,NULL,2021-08-10 00:00:00.000,2021-08-12 00:00:00.000,2,active
3932,179707,2021-10-22 11:26:29.000,NULL,2022-02-28 00:00:00.000,2022-05-27 00:00:00.000,88,active
3932,132930,2021-05-07 15:35:23.000,NULL,2023-12-20 00:00:00.000,2023-12-24 00:00:00.000,4,active
3932,136774,2022-05-12 10:41:54.000,NULL,2024-01-04 00:00:00.000,2024-01-06 00:00:00.000,2,active
3935,152978,2020-08-16 17:25:45.000,NULL,2021-01-03 00:00:00.000,2021-01-06 00:00:00.000,3,active
3935,171927,2020-06-05 15:01:43.000,NULL,2021-03-09 00:00:00.000,2021-03-15 00:00:00.000,6,active
3938,127406,2020-09-21 14:24:45.000,NULL,2020-10-22 00:00:00.000,2020-11-13 00:00:00.000,22,active
3938,191699,2020-09-25 13:59:21.000,NULL,2021-01-28 00:00:00.000,2021-01-31 00:00:00.000,3,active
3938,134669,2020-05-16 18:04:28.000,NULL,2021-03-16 00:00:00.000,2021-03-18 00:00:00.000,2,active
3954,132624,2020-12-25 11:00:54.000,NULL,2021-01-15 00:00:00.000,2021-01-17 00:00:00.000,2,active
3954,172730,2020-07-28 18:14:43.000,NULL,2021-02-05 00:00:00.000,2021-02-07 00:00:00.000,2,active
3954,136749,2022-03-26 13:29:27.000,NULL,2023-03-20 00:00:00.000,2023-04-26 00:00:00.000,37,active
3957,173822,2020-09-28 23:14:22.000,NULL,2021-03-02 00:00:00.000,2021-03-10 00:00:00.000,8,active
3957,173240,2020-08-26 16:46:50.000,NULL,2021-08-03 00:00:00.000,2021-08-06 00:00:00.000,3,active
3960,153649,2020-10-09 13:15:44.000,NULL,2021-01-08 00:00:00.000,2021-01-11 00:00:00.000,3,active
3976,193695,2020-12-14 19:22:42.000,NULL,2021-01-16 00:00:00.000,2021-01-22 00:00:00.000,6,active
3976,178818,2021-07-16 18:27:28.000,NULL,2021-09-02 00:00:00.000,2021-09-06 00:00:00.000,4,active
3979,189792,2020-07-21 19:32:44.000,NULL,2021-01-03 00:00:00.000,2021-01-06 00:00:00.000,3,active
3979,194297,2021-02-01 18:50:17.000,NULL,2021-03-09 00:00:00.000,2021-04-09 00:00:00.000,31,active
3982,170764,2020-04-04 22:56:59.000,NULL,2020-10-22 00:00:00.000,2020-11-27 00:00:00.000,36,active
3982,128366,2021-03-11 16:46:35.000,NULL,2021-09-02 00:00:00.000,2021-10-14 00:00:00.000,42,active
3998,127830,2020-12-07 18:01:10.000,NULL,2021-02-12 00:00:00.000,2021-02-24 00:00:00.000,12,active
3998,134817,2020-07-04 15:19:33.000,NULL,2021-03-16 00:00:00.000,2021-04-22 00:00:00.000,37,active
3998,180328,2022-04-13 17:12:53.000,NULL,2022-08-08 00:00:00.000,2022-08-22 00:00:00.000,14,active
3998,121974,2022-05-12 14:03:06.000,NULL,2023-10-25 00:00:00.000,2023-11-16 00:00:00.000,22,active
3998,133118,2021-08-06 18:51:18.000,NULL,2023-12-20 00:00:00.000,2023-12-24 00:00:00.000,4,active
4001,155677,2021-08-21 17:13:18.000,NULL,2023-10-25 00:00:00.000,2023-11-16 00:00:00.000,22,active
4004,153970,2020-11-02 19:01:20.000,NULL,2021-01-01 00:00:00.000,2021-01-07 00:00:00.000,6,active
4004,192572,2020-10-23 16:49:08.000,NULL,2021-02-05 00:00:00.000,2021-02-07 00:00:00.000,2,active
4004,180694,2022-07-28 22:05:48.000,NULL,2022-10-12 00:00:00.000,2022-11-25 00:00:00.000,44,active
4004,136552,2021-08-14 16:07:04.000,NULL,2023-12-06 00:00:00.000,2023-12-09 00:00:00.000,3,active
4020,189232,2020-06-21 13:52:34.000,NULL,2020-07-14 00:00:00.000,2020-07-16 00:00:00.000,2,active
4020,126780,2020-06-04 17:12:22.000,NULL,2020-10-22 00:00:00.000,2020-11-11 00:00:00.000,20,active
4020,132418,2020-11-02 14:10:42.000,NULL,2021-01-01 00:00:00.000,2021-01-05 00:00:00.000,4,active
4020,002613,2023-03-29 23:44:00.000,NULL,2023-08-07 00:00:00.000,2023-08-11 00:00:00.000,4,active
4023,188947,2020-06-10 19:34:17.000,NULL,2020-12-03 00:00:00.000,2020-12-05 00:00:00.000,2,active
4023,132605,2020-12-17 19:57:08.000,NULL,2021-01-15 00:00:00.000,2021-01-17 00:00:00.000,2,active
4023,176641,2021-02-05 19:30:10.000,NULL,2021-09-02 00:00:00.000,2021-10-02 00:00:00.000,30,active
4023,129824,2023-02-02 14:34:59.000,NULL,2023-07-10 00:00:00.000,2023-07-14 00:00:00.000,4,active
4023,133007,2021-06-05 18:21:50.000,NULL,2024-01-04 00:00:00.000,2024-01-08 00:00:00.000,4,active
4026,192450,2020-10-19 11:11:29.000,NULL,2021-01-17 00:00:00.000,2021-01-20 00:00:00.000,3,active
4026,175765,2020-12-12 15:12:42.000,NULL,2022-03-14 00:00:00.000,2022-04-28 00:00:00.000,45,active
4042,187377,2020-04-19 18:10:57.000,NULL,2020-04-29 00:00:00.000,2020-05-08 00:00:00.000,9,active
4042,153042,2020-08-26 10:42:50.000,NULL,2021-01-22 00:00:00.000,2021-01-25 00:00:00.000,3,active
4042,192573,2020-10-23 16:51:59.000,NULL,2021-02-05 00:00:00.000,2021-02-07 00:00:00.000,2,active
4045,131876,2020-08-22 11:29:42.000,NULL,2020-11-27 00:00:00.000,2020-11-30 00:00:00.000,3,active
4045,192315,2020-10-14 17:02:11.000,NULL,2021-01-04 00:00:00.000,2021-01-07 00:00:00.000,3,active
4045,134726,2020-06-03 10:41:52.000,NULL,2021-03-16 00:00:00.000,2021-06-20 00:00:00.000,96,active
4045,129792,2023-01-01 12:43:07.000,NULL,2023-07-10 00:00:00.000,2023-08-27 00:00:00.000,48,active
4064,193336,2020-11-26 12:05:31.000,NULL,2021-01-05 00:00:00.000,2021-01-08 00:00:00.000,3,active
4064,197632,2021-06-25 10:39:56.000,NULL,2024-02-08 00:00:00.000,2024-02-12 00:00:00.000,4,active
4067,175253,2020-11-27 15:17:31.000,NULL,2020-12-03 00:00:00.000,2020-12-04 00:00:00.000,1,active
4067,128057,2021-01-23 18:10:22.000,NULL,2021-03-02 00:00:00.000,2021-03-04 00:00:00.000,2,active
4086,192777,2020-10-29 18:53:36.000,NULL,2021-01-05 00:00:00.000,2021-01-08 00:00:00.000,3,active
4086,134537,2020-04-18 18:59:32.000,NULL,2021-01-29 00:00:00.000,2021-02-01 00:00:00.000,3,active
4089,134972,2020-08-14 10:59:12.000,NULL,2021-01-14 00:00:00.000,2021-01-17 00:00:00.000,3,active
4089,193865,2020-12-25 18:11:02.000,NULL,2021-02-19 00:00:00.000,2021-02-21 00:00:00.000,2,active
4089,129823,2023-02-02 14:26:27.000,NULL,2023-03-20 00:00:00.000,2023-04-12 00:00:00.000,23,active
4114,171436,2020-05-14 20:55:59.000,NULL,2020-08-04 00:00:00.000,2020-08-07 00:00:00.000,3,active
4114,172640,2020-07-22 16:41:21.000,NULL,2020-10-22 00:00:00.000,2020-10-25 00:00:00.000,3,active
4117,174861,2020-11-16 16:02:02.000,NULL,2021-02-05 00:00:00.000,2021-02-10 00:00:00.000,5,active
4117,135230,2020-09-19 14:54:15.000,NULL,2021-03-16 00:00:00.000,2021-04-22 00:00:00.000,37,active
4117,177923,2021-05-20 16:34:33.000,NULL,2021-07-13 00:00:00.000,2021-07-24 00:00:00.000,11,active
4120,187314,2020-04-16 12:17:58.000,NULL,2020-06-03 00:00:00.000,2020-06-05 00:00:00.000,2,active
4120,170987,2020-04-24 13:47:40.000,NULL,2020-08-25 00:00:00.000,2020-08-28 00:00:00.000,3,active
4120,152320,2020-05-10 14:05:10.000,NULL,2021-03-16 00:00:00.000,2021-04-08 00:00:00.000,23,active
4120,196074,2021-04-20 14:44:02.000,NULL,2021-05-04 00:00:00.000,2021-05-07 00:00:00.000,3,active
4123,173543,2020-09-16 21:56:34.000,NULL,2020-12-17 00:00:00.000,2021-01-22 00:00:00.000,36,active
4123,120578,2020-05-05 09:43:11.000,NULL,2020-12-24 00:00:00.000,2020-12-26 00:00:00.000,2,active
4123,191289,2020-09-08 15:39:19.000,NULL,2021-01-14 00:00:00.000,2021-01-16 00:00:00.000,2,active
4123,190543,2020-08-24 21:23:07.000,NULL,2021-01-28 00:00:00.000,2021-01-31 00:00:00.000,3,active
4123,175567,2020-11-30 20:45:07.000,NULL,2021-02-19 00:00:00.000,2021-02-23 00:00:00.000,4,active
4123,196207,2021-04-28 17:19:46.000,NULL,2021-07-27 00:00:00.000,2021-07-31 00:00:00.000,4,active
4126,134911,2020-07-28 12:29:57.000,NULL,2021-01-01 00:00:00.000,2021-01-04 00:00:00.000,3,active
4126,128305,2021-03-05 18:42:11.000,NULL,2021-03-30 00:00:00.000,2021-04-04 00:00:00.000,5,active
4126,001837,2023-03-22 10:45:03.000,NULL,2023-08-07 00:00:00.000,2023-08-13 00:00:00.000,6,active
4129,132004,2020-09-04 19:30:17.000,NULL,2020-12-30 00:00:00.000,2021-01-04 00:00:00.000,5,active
4129,194452,2021-02-04 20:46:06.000,NULL,2021-02-19 00:00:00.000,2021-02-21 00:00:00.000,2,active
4129,200239,2023-01-29 17:04:22.000,NULL,2023-02-23 00:00:00.000,2023-03-18 00:00:00.000,23,active
4129,155175,2021-05-21 11:33:06.000,NULL,2024-01-04 00:00:00.000,2024-01-08 00:00:00.000,4,active
4158,127682,2020-11-20 13:26:18.000,NULL,2021-01-01 00:00:00.000,2021-01-07 00:00:00.000,6,active
4158,174783,2020-11-16 11:09:16.000,NULL,2021-03-02 00:00:00.000,2021-03-04 00:00:00.000,2,active
4161,170736,2020-04-03 16:10:23.000,NULL,2020-09-04 00:00:00.000,2020-09-08 00:00:00.000,4,active
4161,135058,2020-08-27 16:46:18.000,NULL,2020-12-03 00:00:00.000,2020-12-15 00:00:00.000,12,active
4161,135581,2020-11-07 15:06:03.000,NULL,2021-01-22 00:00:00.000,2021-01-25 00:00:00.000,3,active
4164,193874,2020-12-25 18:40:33.000,NULL,2021-02-12 00:00:00.000,2021-02-14 00:00:00.000,2,active
4164,178285,2021-06-11 21:47:43.000,NULL,2022-10-12 00:00:00.000,2022-11-16 00:00:00.000,35,active
4164,133094,2021-07-15 15:30:20.000,NULL,2023-12-13 00:00:00.000,2023-12-17 00:00:00.000,4,active
4167,189415,2020-06-30 15:51:10.000,NULL,2021-01-11 00:00:00.000,2021-01-14 00:00:00.000,3,active
4170,135668,2020-11-23 09:09:07.000,NULL,2021-01-16 00:00:00.000,2021-01-19 00:00:00.000,3,active
4170,188934,2020-06-10 12:19:10.000,NULL,2021-02-07 00:00:00.000,2021-02-09 00:00:00.000,2,active
4170,196466,2021-05-07 13:12:24.000,NULL,2021-07-13 00:00:00.000,2021-07-14 00:00:00.000,1,active
4170,180846,2022-09-30 20:51:45.000,NULL,2023-11-02 00:00:00.000,2023-11-14 00:00:00.000,12,active
4202,121387,2021-03-14 21:38:00.000,NULL,2021-06-21 00:00:00.000,2021-06-23 00:00:00.000,2,active
4202,197317,2021-06-08 17:39:50.000,NULL,2023-10-04 00:00:00.000,2023-10-06 00:00:00.000,2,active
4205,127222,2020-08-19 16:15:09.000,NULL,2020-09-25 00:00:00.000,2020-10-14 00:00:00.000,19,active
4205,154571,2020-12-24 12:32:32.000,NULL,2021-01-29 00:00:00.000,2021-02-01 00:00:00.000,3,active
4205,155197,2021-05-26 17:21:41.000,NULL,2021-07-27 00:00:00.000,2021-07-29 00:00:00.000,2,active
4205,180985,2022-11-10 11:12:24.000,NULL,2023-01-19 00:00:00.000,2023-01-22 00:00:00.000,3,active
4208,152101,2020-04-01 14:43:29.000,NULL,2020-07-21 00:00:00.000,2020-07-23 00:00:00.000,2,active
4208,172029,2020-06-11 18:53:24.000,NULL,2020-08-04 00:00:00.000,2020-08-07 00:00:00.000,3,active
4208,170922,2020-04-17 19:43:35.000,NULL,2020-08-25 00:00:00.000,2020-09-02 00:00:00.000,8,active
4208,195196,2021-03-05 19:22:08.000,NULL,2021-03-30 00:00:00.000,2021-07-15 00:00:00.000,107,active
4211,172585,2020-07-18 12:54:40.000,NULL,2020-09-11 00:00:00.000,2020-09-14 00:00:00.000,3,active
4211,175893,2020-12-15 13:28:45.000,NULL,2021-04-14 00:00:00.000,2021-04-15 00:00:00.000,1,active
4211,196887,2021-05-14 20:11:54.000,NULL,2021-07-06 00:00:00.000,2021-07-08 00:00:00.000,2,active
4211,129767,2022-11-30 11:07:05.000,NULL,2023-03-20 00:00:00.000,2023-04-26 00:00:00.000,37,active
4214,173969,2020-10-11 16:02:06.000,NULL,2020-12-24 00:00:00.000,2020-12-26 00:00:00.000,2,active
4214,120627,2020-05-28 16:36:03.000,NULL,2021-06-15 00:00:00.000,2021-06-17 00:00:00.000,2,active
4246,126936,2020-07-07 14:38:12.000,NULL,2020-07-21 00:00:00.000,2020-07-26 00:00:00.000,5,active
4246,189233,2020-06-21 14:14:44.000,NULL,2021-01-11 00:00:00.000,2021-01-13 00:00:00.000,2,active
4246,189429,2020-06-30 06:18:34.000,NULL,2021-01-19 00:00:00.000,2021-01-21 00:00:00.000,2,active
4246,178282,2021-06-11 20:36:27.000,NULL,2021-08-17 00:00:00.000,2021-08-23 00:00:00.000,6,active
4249,154204,2020-11-16 17:27:04.000,NULL,2021-01-01 00:00:00.000,2021-01-05 00:00:00.000,4,active
4249,188772,2020-06-02 13:18:06.000,NULL,2021-01-18 00:00:00.000,2021-01-21 00:00:00.000,3,active
4249,176501,2021-01-24 17:35:59.000,NULL,2021-10-20 00:00:00.000,2021-12-12 00:00:00.000,53,active
4252,175479,2020-11-30 17:32:37.000,NULL,2021-02-05 00:00:00.000,2021-02-07 00:00:00.000,2,active
4252,181566,2023-03-14 20:28:34.000,NULL,2023-05-08 00:00:00.000,2023-05-12 00:00:00.000,4,active
4252,132648,2021-01-05 17:54:49.000,NULL,2023-12-20 00:00:00.000,2023-12-24 00:00:00.000,4,active
4255,193342,2020-11-27 10:57:33.000,NULL,2021-01-29 00:00:00.000,2021-01-31 00:00:00.000,2,active
4258,187614,2020-05-01 00:10:35.000,NULL,2021-01-13 00:00:00.000,2021-01-16 00:00:00.000,3,active
4258,135805,2020-12-25 08:55:48.000,NULL,2021-01-31 00:00:00.000,2021-02-02 00:00:00.000,2,active
4258,193867,2020-12-25 18:19:18.000,NULL,2021-02-19 00:00:00.000,2021-02-21 00:00:00.000,2,active
4287,127770,2020-11-30 10:29:43.000,NULL,2020-12-17 00:00:00.000,2021-01-11 00:00:00.000,25,active
4287,153502,2020-10-02 11:12:12.000,NULL,2021-01-01 00:00:00.000,2021-01-04 00:00:00.000,3,active
4287,177569,2021-04-30 17:16:17.000,NULL,2021-08-10 00:00:00.000,2021-08-14 00:00:00.000,4,active
4287,136881,2022-11-22 12:26:24.000,NULL,2024-01-18 00:00:00.000,2024-01-24 00:00:00.000,6,active
4290,196737,2021-05-11 22:43:58.000,NULL,2023-09-21 00:00:00.000,2023-09-23 00:00:00.000,2,active
4293,134759,2020-06-19 15:32:06.000,NULL,2021-01-21 00:00:00.000,2021-01-24 00:00:00.000,3,active
4293,196542,2021-05-07 19:47:50.000,NULL,2021-07-13 00:00:00.000,2021-07-14 00:00:00.000,1,active
4293,180599,2022-06-22 12:40:04.000,NULL,2022-10-12 00:00:00.000,2022-11-18 00:00:00.000,37,active
4296,188373,2020-05-14 13:47:20.000,NULL,2020-07-31 00:00:00.000,2020-08-02 00:00:00.000,2,active
4296,192297,2020-10-13 19:36:33.000,NULL,2020-11-27 00:00:00.000,2020-11-29 00:00:00.000,2,active
4296,153473,2020-10-01 10:25:43.000,NULL,2021-01-01 00:00:00.000,2021-01-05 00:00:00.000,4,active
4296,196888,2021-05-14 20:26:14.000,NULL,2021-07-06 00:00:00.000,2021-07-08 00:00:00.000,2,active
4296,128997,2021-06-30 18:44:09.000,NULL,2021-09-16 00:00:00.000,2022-01-15 00:00:00.000,121,active
4296,195496,2021-03-22 07:13:53.000,NULL,2023-09-07 00:00:00.000,2023-09-15 00:00:00.000,8,active
4299,171940,2020-06-06 16:11:32.000,NULL,2020-10-22 00:00:00.000,2020-11-15 00:00:00.000,24,active
4299,134978,2020-08-16 11:23:40.000,NULL,2021-01-30 00:00:00.000,2021-02-02 00:00:00.000,3,active
4299,179112,2021-08-05 18:43:07.000,NULL,2022-03-14 00:00:00.000,2022-04-07 00:00:00.000,24,active
4331,128451,2021-03-30 18:06:31.000,NULL,2021-08-03 00:00:00.000,2021-08-07 00:00:00.000,4,active
4334,191724,2020-09-26 16:07:03.000,NULL,2020-12-03 00:00:00.000,2020-12-19 00:00:00.000,16,active
4337,187923,2020-05-08 15:10:52.000,NULL,2020-07-20 00:00:00.000,2020-07-22 00:00:00.000,2,active
4337,172782,2020-07-30 20:57:30.000,NULL,2020-10-22 00:00:00.000,2020-12-04 00:00:00.000,43,active
4337,190365,2020-08-22 12:42:53.000,NULL,2021-01-11 00:00:00.000,2021-01-13 00:00:00.000,2,active
4337,177762,2021-05-14 14:49:05.000,NULL,2021-06-23 00:00:00.000,2021-06-25 00:00:00.000,2,active
4337,179950,2022-01-08 15:03:08.000,NULL,2022-03-28 00:00:00.000,2022-04-15 00:00:00.000,18,active
4340,189769,2020-07-21 12:23:54.000,NULL,2020-08-25 00:00:00.000,2020-09-09 00:00:00.000,15,active
4340,175955,2020-12-19 23:11:22.000,NULL,2021-02-05 00:00:00.000,2021-02-07 00:00:00.000,2,active
4340,174949,2020-11-17 18:09:33.000,NULL,2021-02-19 00:00:00.000,2021-02-24 00:00:00.000,5,active
4340,174720,2020-11-14 19:26:06.000,NULL,2021-03-02 00:00:00.000,2021-03-06 00:00:00.000,4,active
4340,155879,2022-05-27 10:32:56.000,NULL,2022-07-11 00:00:00.000,2022-09-24 00:00:00.000,75,active
4340,199822,2022-09-26 18:06:49.000,NULL,2024-01-18 00:00:00.000,2024-01-23 00:00:00.000,5,active
4343,189397,2020-06-29 16:39:19.000,NULL,2020-08-04 00:00:00.000,2020-08-06 00:00:00.000,2,active
4343,135276,2020-09-25 14:40:19.000,NULL,2021-01-22 00:00:00.000,2021-01-25 00:00:00.000,3,active
4375,170940,2020-04-18 18:24:53.000,NULL,2020-06-17 00:00:00.000,2020-06-19 00:00:00.000,2,active
4375,154587,2020-12-28 15:45:37.000,NULL,2021-02-05 00:00:00.000,2021-02-07 00:00:00.000,2,active
4375,196599,2021-05-09 18:43:58.000,NULL,2024-03-26 00:00:00.000,2024-03-28 00:00:00.000,2,active
4378,171577,2020-05-19 18:28:41.000,NULL,2020-07-14 00:00:00.000,2020-07-26 00:00:00.000,12,active
4378,121865,2021-09-17 15:06:55.000,NULL,2022-07-11 00:00:00.000,2022-08-02 00:00:00.000,22,active
4381,172996,2020-08-14 22:07:21.000,NULL,2020-10-22 00:00:00.000,2020-11-27 00:00:00.000,36,active
4381,135410,2020-10-13 13:31:26.000,NULL,2021-01-28 00:00:00.000,2021-01-31 00:00:00.000,3,active
4381,131880,2020-08-22 14:28:59.000,NULL,2021-03-16 00:00:00.000,2021-04-08 00:00:00.000,23,active
4384,187433,2020-04-23 17:35:29.000,NULL,2021-01-07 00:00:00.000,2021-01-09 00:00:00.000,2,active
4384,135260,2020-09-22 17:28:36.000,NULL,2021-01-28 00:00:00.000,2021-01-30 00:00:00.000,2,active
4384,181078,2022-12-01 17:43:35.000,NULL,2023-10-25 00:00:00.000,2023-12-08 00:00:00.000,44,active
4416,154051,2020-11-08 09:21:41.000,NULL,2021-01-08 00:00:00.000,2021-01-11 00:00:00.000,3,active
4416,135647,2020-11-19 16:20:06.000,NULL,2021-02-04 00:00:00.000,2021-02-06 00:00:00.000,2,active
4416,129583,2022-05-06 09:47:29.000,NULL,2023-01-26 00:00:00.000,2023-01-28 00:00:00.000,2,active
4419,189893,2020-07-28 16:18:50.000,NULL,2021-07-20 00:00:00.000,2021-07-21 00:00:00.000,1,active
4419,136811,2022-06-28 19:49:32.000,NULL,2023-03-20 00:00:00.000,2023-04-26 00:00:00.000,37,active
4422,136935,2022-11-14 10:01:40.000,NULL,2024-01-18 00:00:00.000,2024-01-21 00:00:00.000,3,active
4425,120692,2020-07-08 15:10:16.000,NULL,2020-12-16 00:00:00.000,2020-12-18 00:00:00.000,2,active
4425,121125,2021-01-18 17:06:29.000,NULL,2021-06-15 00:00:00.000,2021-06-17 00:00:00.000,2,active
4425,196041,2021-04-17 15:03:32.000,NULL,2023-10-25 00:00:00.000,2023-12-06 00:00:00.000,42,active
4425,199706,2022-10-15 14:48:48.000,NULL,2024-01-18 00:00:00.000,2024-01-22 00:00:00.000,4,active
4428,172378,2020-06-27 16:12:22.000,NULL,2021-01-22 00:00:00.000,2021-01-26 00:00:00.000,4,active
4428,175361,2020-11-29 16:42:41.000,NULL,2021-03-16 00:00:00.000,2021-05-11 00:00:00.000,56,active
4431,154394,2020-12-01 17:14:05.000,NULL,2021-01-29 00:00:00.000,2021-02-02 00:00:00.000,4,active
4431,172677,2020-07-24 16:12:14.000,NULL,2021-02-12 00:00:00.000,2021-02-16 00:00:00.000,4,active
4431,174909,2020-11-16 19:30:18.000,NULL,2021-03-02 00:00:00.000,2021-03-05 00:00:00.000,3,active
4431,175406,2020-11-30 13:11:41.000,NULL,2021-03-16 00:00:00.000,2021-03-24 00:00:00.000,8,active
4460,174758,2020-11-15 21:18:32.000,NULL,2021-03-16 00:00:00.000,2021-04-04 00:00:00.000,19,active
4460,129803,2023-01-17 13:22:19.000,NULL,2023-10-25 00:00:00.000,2023-11-16 00:00:00.000,22,active
4463,174944,2020-11-17 15:43:22.000,NULL,2021-01-22 00:00:00.000,2021-01-26 00:00:00.000,4,active
4463,173582,2020-09-19 22:08:39.000,NULL,2021-01-29 00:00:00.000,2021-02-02 00:00:00.000,4,active
4466,190770,2020-08-28 11:37:48.000,NULL,2021-01-11 00:00:00.000,2021-01-13 00:00:00.000,2,active
4466,175602,2020-12-03 10:08:24.000,NULL,2021-01-22 00:00:00.000,2021-01-24 00:00:00.000,2,active
4469,176379,2021-01-11 21:09:43.000,NULL,2021-04-07 00:00:00.000,2021-04-10 00:00:00.000,3,active
4469,177431,2021-04-24 23:03:39.000,NULL,2021-07-06 00:00:00.000,2021-07-07 00:00:00.000,1,active
4469,177654,2021-05-05 10:26:26.000,NULL,2022-03-14 00:00:00.000,2022-05-02 00:00:00.000,49,active
4469,129761,2022-11-28 15:06:25.000,NULL,2023-07-10 00:00:00.000,2023-08-01 00:00:00.000,22,active
4469,122493,2023-01-28 11:04:05.000,NULL,2023-12-20 00:00:00.000,2023-12-23 00:00:00.000,3,active
